category,sentiment,sentiment_label
tech,0.9989,positive
business,0.9921,positive
entertainment,0.9903,positive
entertainment,0.9726,positive
business,-0.7003,negative
tech,-0.9311,negative
tech,0.9246,positive
tech,0.9583,positive
tech,0.875,positive
business,0.7003,positive
tech,0.9796,positive
tech,0.9771,positive
business,0.9955,positive
tech,0.9923,positive
tech,-0.9413,negative
tech,0.9545,positive
tech,0.9971,positive
business,-0.9705,negative
business,0.9741,positive
tech,0.998,positive
tech,0.802,positive
tech,0.9571,positive
business,0.9621,positive
tech,0.9217,positive
tech,0.9657,positive
business,0.9866,positive
tech,0.9935,positive
tech,0.8807,positive
business,-0.5267,negative
business,0.9905,positive
business,0.9921,positive
tech,0.5574,positive
tech,0.9744,positive
entertainment,0.9878,positive
tech,0.9949,positive
tech,-0.0534,negative
tech,-0.935,negative
entertainment,0.9843,positive
business,-0.9633,negative
sport,0.9974,positive
tech,0.9501,positive
tech,0.9717,positive
tech,0.9934,positive
tech,-0.9938,negative
business,0.9758,positive
tech,0.9934,positive
tech,0.9891,positive
politics,0.9245,positive
tech,-0.8074,negative
tech,0.9947,positive
entertainment,-0.4767,negative
tech,0.9217,positive
tech,0.8885,positive
entertainment,0.9766,positive
entertainment,0.5296,positive
business,0.9965,positive
tech,0.9652,positive
entertainment,0.9958,positive
tech,0.9502,positive
tech,0.9707,positive
tech,-0.8074,negative
tech,-0.9524,negative
tech,0.9559,positive
entertainment,0.8934,positive
tech,0.9948,positive
tech,-0.9003,negative
tech,0.9313,positive
tech,0.9707,positive
business,0.9509,positive
tech,0.9974,positive
business,0.91,positive
tech,0.9722,positive
tech,0.9796,positive
entertainment,0.9022,positive
tech,0.9796,positive
business,0.9413,positive
entertainment,0.9957,positive
tech,0.994,positive
entertainment,0.3182,positive
entertainment,0.946,positive
tech,0.9451,positive
business,-0.9022,negative
tech,-0.984,negative
business,0.9959,positive
business,0.8402,positive
entertainment,0.99,positive
entertainment,0.7351,positive
tech,0.5742,positive
tech,0.9808,positive
tech,0.9902,positive
tech,0.9941,positive
business,0.9413,positive
tech,0.9977,positive
politics,0.996,positive
tech,0.9313,positive
tech,-0.995,negative
tech,0.9978,positive
tech,0.9636,positive
entertainment,0.7906,positive
tech,0.7695,positive
tech,0.924,positive
business,0.9905,positive
entertainment,0.9866,positive
tech,0.9983,positive
business,0.9709,positive
tech,-0.9546,negative
tech,0.4184,positive
entertainment,0.998,positive
politics,-0.4015,negative
tech,-0.9509,negative
business,0.9931,positive
business,-0.3142,negative
tech,0.9678,positive
entertainment,0.9648,positive
entertainment,0.9709,positive
tech,-0.9872,negative
business,0.9805,positive
business,0.9393,positive
tech,-0.9404,negative
entertainment,0.9774,positive
tech,0.9612,positive
tech,-0.9256,negative
tech,0.9559,positive
business,0.9892,positive
tech,0.8439,positive
tech,0.9793,positive
tech,-0.7172,negative
entertainment,0.9857,positive
tech,0.9982,positive
tech,0.8616,positive
tech,0.9767,positive
entertainment,0.5106,positive
tech,0.8616,positive
tech,0.9652,positive
tech,0.9871,positive
tech,-0.9911,negative
business,0.9423,positive
sport,0.4215,positive
tech,0.9889,positive
tech,0.9022,positive
business,-0.7902,negative
sport,0.8828,positive
tech,-0.9218,negative
tech,0.9814,positive
entertainment,0.9966,positive
tech,-0.7717,negative
entertainment,-0.6908,negative
tech,0.9623,positive
tech,0.9968,positive
entertainment,0.2263,positive
politics,-0.8442,negative
tech,0.9953,positive
tech,0.9371,positive
tech,0.9937,positive
business,0.9423,positive
tech,0.7553,positive
entertainment,0.9968,positive
tech,0.9855,positive
business,0.1649,positive
tech,0.9709,positive
tech,-0.3554,negative
tech,0.8402,positive
business,0.9837,positive
tech,-0.7717,negative
business,0.9778,positive
tech,-0.8333,negative
tech,0.9831,positive
tech,0.9638,positive
tech,-0.6597,negative
tech,0.9776,positive
entertainment,0.9709,positive
tech,0.9889,positive
tech,0.9451,positive
entertainment,0.9819,positive
tech,0.9892,positive
business,0.9678,positive
business,-0.7003,negative
tech,-0.9311,negative
tech,0.9246,positive
tech,0.9583,positive
tech,0.875,positive
business,0.7003,positive
tech,0.9796,positive
tech,0.9771,positive
sport,-0.4404,negative
sport,-0.4588,negative
sport,0.9865,positive
sport,0.9907,positive
sport,0.9728,positive
sport,0.0772,positive
sport,-0.7724,negative
sport,-0.963,negative
sport,0.9934,positive
sport,0.9958,positive
sport,0.959,positive
sport,0.6808,positive
sport,0.9552,positive
sport,0.983,positive
sport,-0.5994,negative
sport,-0.089,negative
sport,0.9877,positive
sport,-0.344,negative
sport,0.5574,positive
sport,0.9957,positive
sport,0.9875,positive
sport,0.9662,positive
sport,-0.5352,negative
sport,0.9906,positive
sport,0.9917,positive
sport,0.972,positive
sport,0.5725,positive
sport,0.9732,positive
sport,0.9882,positive
sport,0.9903,positive
sport,0.8591,positive
sport,0.9583,positive
sport,0.9805,positive
sport,-0.752,negative
sport,0.9833,positive
sport,0.9166,positive
sport,0.9818,positive
sport,0.5859,positive
sport,0.9872,positive
sport,0.875,positive
sport,0.9847,positive
sport,-0.9741,negative
sport,0.9891,positive
sport,0.951,positive
sport,-0.7901,negative
sport,0.8957,positive
sport,0.926,positive
sport,0.9948,positive
sport,-0.9803,negative
sport,0.9823,positive
sport,0.9906,positive
sport,-0.4954,negative
sport,0.9957,positive
sport,0.9915,positive
sport,-0.7588,negative
sport,0.9808,positive
sport,0.9984,positive
sport,0.765,positive
sport,0.9773,positive
sport,0.9674,positive
sport,0.9705,positive
sport,-0.9493,negative
sport,-0.7574,negative
sport,0.961,positive
sport,0.9968,positive
sport,0.8456,positive
sport,-0.5279,negative
sport,0.979,positive
sport,-0.296,negative
sport,0.9894,positive
sport,-0.9801,negative
sport,0.9956,positive
sport,-0.9846,negative
sport,-0.9937,negative
sport,0.9982,positive
sport,0.959,positive
sport,0.9763,positive
sport,0.9967,positive
sport,0.9913,positive
sport,0.8591,positive
sport,0.9652,positive
sport,0.9723,positive
sport,-0.91,negative
sport,0.9937,positive
sport,0.0,neutral
sport,0.9595,positive
sport,0.857,positive
sport,0.9886,positive
sport,0.9509,positive
sport,0.9612,positive
sport,0.9757,positive
sport,0.9879,positive
sport,0.9896,positive
sport,0.926,positive
sport,-0.9595,negative
sport,0.9477,positive
sport,-0.9889,negative
sport,0.9934,positive
sport,0.9839,positive
sport,0.9775,positive
sport,0.9792,positive
sport,0.9967,positive
sport,-0.0956,negative
sport,0.9978,positive
sport,-0.9543,negative
sport,0.8876,positive
sport,0.6388,positive
sport,0.9958,positive
sport,0.9781,positive
sport,0.9455,positive
sport,0.4019,positive
sport,-0.7325,negative
sport,0.9972,positive
sport,0.9722,positive
sport,0.2023,positive
sport,0.6369,positive
sport,-0.9839,negative
sport,0.9963,positive
sport,0.9039,positive
sport,0.9945,positive
sport,0.9576,positive
sport,0.9599,positive
sport,0.9988,positive
sport,0.8979,positive
sport,0.1531,positive
sport,-0.7193,negative
sport,0.9442,positive
sport,-0.9821,negative
sport,0.9848,positive
sport,0.9459,positive
sport,0.984,positive
sport,-0.4841,negative
sport,0.9569,positive
sport,0.8948,positive
sport,0.9657,positive
sport,-0.9889,negative
sport,0.9838,positive
sport,0.5832,positive
sport,0.8583,positive
sport,0.9958,positive
sport,0.978,positive
sport,0.9937,positive
sport,0.9967,positive
sport,0.9973,positive
sport,0.9729,positive
sport,0.946,positive
sport,0.9798,positive
sport,0.7506,positive
sport,0.1408,positive
sport,-0.8591,negative
sport,0.9885,positive
sport,0.9724,positive
sport,0.9974,positive
sport,0.9904,positive
sport,0.9776,positive
sport,0.9372,positive
sport,0.9916,positive
sport,0.9989,positive
sport,0.9732,positive
sport,0.9166,positive
sport,0.9627,positive
sport,0.8316,positive
sport,0.9867,positive
sport,0.9902,positive
sport,0.9883,positive
sport,0.3182,positive
sport,-0.964,negative
sport,-0.9474,negative
sport,0.9651,positive
sport,-0.6696,negative
sport,-0.8336,negative
sport,0.1179,positive
sport,0.9849,positive
sport,0.8074,positive
sport,0.9966,positive
sport,0.9976,positive
sport,0.9932,positive
sport,-0.9501,negative
sport,0.9758,positive
sport,0.9973,positive
sport,0.5859,positive
sport,0.2023,positive
sport,0.8608,positive
sport,0.9498,positive
sport,0.979,positive
sport,-0.8481,negative
business,-0.9857,negative
sport,0.9881,positive
sport,0.9874,positive
sport,0.9966,positive
business,0.875,positive
business,0.6369,positive
business,-0.296,negative
business,0.9136,positive
sport,0.9118,positive
business,0.6249,positive
business,-0.9868,negative
business,-0.6378,negative
business,0.9779,positive
business,0.9796,positive
business,0.9559,positive
business,0.987,positive
business,0.6705,positive
sport,0.9413,positive
business,-0.8279,negative
business,0.8668,positive
business,0.5722,positive
business,0.6249,positive
business,0.9633,positive
business,0.3182,positive
business,0.7039,positive
business,-0.765,negative
sport,0.7184,positive
business,-0.9118,negative
business,0.4588,positive
business,0.707,positive
business,0.9618,positive
business,-0.9136,negative
business,0.5106,positive
politics,-0.9917,negative
business,-0.743,negative
business,-0.9337,negative
business,0.7184,positive
business,-0.6908,negative
business,-0.7893,negative
business,0.802,positive
business,0.9885,positive
business,0.9517,positive
business,0.9531,positive
business,-0.2716,negative
business,-0.9117,negative
business,0.836,positive
business,0.1513,positive
business,0.9879,positive
business,0.9705,positive
business,0.9423,positive
business,0.9911,positive
business,-0.7579,negative
business,0.9201,positive
business,0.9969,positive
business,0.9538,positive
business,-0.79,negative
business,0.9856,positive
business,-0.9847,negative
politics,0.8892,positive
business,-0.9745,negative
business,0.9451,positive
business,0.7906,positive
politics,0.7019,positive
business,0.8646,positive
business,0.9892,positive
business,0.9801,positive
business,0.9893,positive
business,-0.9042,negative
business,0.9725,positive
sport,0.9931,positive
business,0.9729,positive
politics,0.4404,positive
business,0.9006,positive
business,0.9477,positive
business,-0.8472,negative
business,0.9924,positive
business,0.296,positive
business,0.6124,positive
business,0.9894,positive
business,0.9828,positive
sport,0.9873,positive
business,0.2732,positive
business,0.9565,positive
business,0.0823,positive
business,-0.3182,negative
business,-0.669,negative
business,0.9764,positive
business,0.9843,positive
business,0.9299,positive
business,-0.9413,negative
business,-0.9674,negative
business,0.9946,positive
business,0.9648,positive
business,0.9451,positive
business,-0.9001,negative
politics,-0.9072,negative
business,0.9855,positive
business,-0.9924,negative
business,0.9263,positive
business,0.5859,positive
business,-0.4215,negative
business,0.8402,positive
business,0.9903,positive
business,0.9423,positive
business,0.9764,positive
business,-0.9716,negative
business,0.9927,positive
politics,-0.8442,negative
business,0.9827,positive
business,0.9403,positive
business,0.7717,positive
business,0.9678,positive
business,0.9853,positive
business,-0.9382,negative
business,0.9771,positive
business,-0.7003,negative
business,0.9531,positive
business,-0.8481,negative
business,0.9393,positive
tech,-0.9934,negative
business,0.99,positive
business,-0.9467,negative
business,-0.8934,negative
business,0.9452,positive
business,-0.9796,negative
business,0.9283,positive
business,0.8402,positive
business,0.9231,positive
business,0.9628,positive
business,-0.4019,negative
business,0.9899,positive
business,0.9416,positive
business,0.9811,positive
business,-0.9912,negative
business,0.9112,positive
business,0.7845,positive
politics,-0.8074,negative
business,-0.9601,negative
business,0.969,positive
business,0.987,positive
business,0.9433,positive
business,0.9432,positive
business,-0.9882,negative
business,0.9584,positive
business,0.9192,positive
business,0.9382,positive
business,0.9918,positive
business,-0.0,neutral
business,0.8972,positive
business,0.7845,positive
business,-0.128,negative
business,0.1531,positive
sport,0.9246,positive
business,-0.9854,negative
business,-0.5719,negative
business,-0.6213,negative
business,-0.9807,negative
business,0.1531,positive
business,0.7927,positive
business,-0.9844,negative
business,-0.5859,negative
politics,0.9169,positive
business,0.2368,positive
business,0.9612,positive
business,-0.9823,negative
business,0.9648,positive
business,0.9233,positive
business,0.9612,positive
business,0.9169,positive
business,0.6249,positive
business,0.9918,positive
sport,0.7843,positive
business,0.0516,positive
business,-0.4939,negative
business,0.9914,positive
politics,-0.8555,negative
business,0.9382,positive
business,0.9719,positive
business,0.9217,positive
business,0.9712,positive
business,-0.4215,negative
business,0.9432,positive
business,0.1779,positive
business,-0.9524,negative
business,-0.8939,negative
business,-0.9217,negative
business,0.9393,positive
business,-0.9964,negative
politics,0.9756,positive
business,0.9186,positive
business,-0.9153,negative
business,0.7184,positive
business,0.9866,positive
sport,-0.5994,negative
business,-0.9571,negative
politics,0.7783,positive
sport,0.4215,positive
business,0.7184,positive
business,-0.9001,negative
business,-0.9824,negative
business,-0.7096,negative
business,0.9393,positive
sport,0.9457,positive
business,0.9735,positive
business,-0.8842,negative
business,0.9599,positive
business,0.9753,positive
business,-0.7964,negative
business,0.9507,positive
business,-0.9517,negative
business,-0.9804,negative
business,0.926,positive
business,0.8271,positive
business,0.1531,positive
business,-0.9812,negative
business,0.9545,positive
business,0.991,positive
business,-0.4959,negative
business,0.9879,positive
business,-0.9375,negative
business,0.9324,positive
business,-0.9633,negative
politics,0.0758,positive
business,0.9892,positive
business,0.9786,positive
business,-0.3387,negative
business,-0.9938,negative
business,0.8225,positive
business,-0.9971,negative
business,0.9528,positive
business,0.9559,positive
business,0.991,positive
business,0.6808,positive
business,0.6705,positive
business,0.9753,positive
business,-0.9726,negative
business,0.9846,positive
business,-0.9502,negative
business,0.9989,positive
business,0.9136,positive
business,-0.6098,negative
business,0.9896,positive
business,0.5423,positive
business,0.8271,positive
business,-0.9485,negative
business,0.9928,positive
business,0.9543,positive
business,0.8307,positive
sport,-0.7184,negative
business,0.7757,positive
politics,-0.802,negative
politics,-0.8065,negative
business,0.9403,positive
business,0.9942,positive
business,0.9698,positive
business,0.9779,positive
business,0.3356,positive
business,0.9313,positive
business,0.2023,positive
business,-0.9022,negative
business,0.9313,positive
business,0.9846,positive
business,0.9935,positive
politics,-0.8745,negative
business,-0.9814,negative
business,0.891,positive
business,0.9805,positive
entertainment,0.967,positive
business,0.2006,positive
business,-0.7402,negative
business,0.7537,positive
business,0.8865,positive
business,0.9262,positive
business,-0.7003,negative
business,-0.9227,negative
business,0.9853,positive
business,0.9837,positive
business,0.9828,positive
business,-0.9831,negative
business,-0.4364,negative
business,-0.9806,negative
business,-0.5994,negative
business,-0.9287,negative
business,0.4939,positive
business,-0.8271,negative
business,-0.9559,negative
politics,-0.9657,negative
business,-0.802,negative
business,0.9081,positive
business,-0.7351,negative
sport,0.9509,positive
business,-0.9764,negative
business,-0.7178,negative
business,-0.9169,negative
business,-0.7287,negative
business,0.895,positive
entertainment,0.9022,positive
entertainment,0.9994,positive
entertainment,-0.9901,negative
entertainment,0.6124,positive
entertainment,-0.8815,negative
entertainment,0.6251,positive
entertainment,0.9834,positive
entertainment,0.9609,positive
entertainment,0.9786,positive
entertainment,0.9837,positive
entertainment,0.9451,positive
entertainment,0.994,positive
entertainment,0.9986,positive
sport,0.9947,positive
entertainment,0.9948,positive
entertainment,0.9877,positive
entertainment,-0.8481,negative
entertainment,0.9822,positive
entertainment,0.9451,positive
entertainment,0.9694,positive
entertainment,-0.7967,negative
entertainment,0.9744,positive
entertainment,-0.9056,negative
entertainment,0.9279,positive
entertainment,0.9925,positive
entertainment,-0.993,negative
entertainment,0.944,positive
entertainment,0.9956,positive
entertainment,-0.5574,negative
entertainment,0.9966,positive
entertainment,0.9531,positive
entertainment,0.6226,positive
entertainment,0.995,positive
sport,0.9612,positive
entertainment,0.9959,positive
entertainment,0.9915,positive
entertainment,0.8807,positive
entertainment,-0.9137,negative
business,0.8271,positive
entertainment,0.9853,positive
entertainment,0.9954,positive
entertainment,0.2023,positive
entertainment,0.9958,positive
entertainment,0.6486,positive
entertainment,0.9584,positive
entertainment,0.9862,positive
entertainment,0.9682,positive
entertainment,-0.0352,neutral
entertainment,0.9997,positive
entertainment,0.9517,positive
entertainment,0.9643,positive
entertainment,0.9957,positive
entertainment,0.9042,positive
entertainment,0.9957,positive
entertainment,-0.5423,negative
entertainment,0.9638,positive
entertainment,0.836,positive
entertainment,0.4588,positive
entertainment,0.9805,positive
entertainment,0.2681,positive
entertainment,0.8675,positive
entertainment,0.9618,positive
entertainment,0.9423,positive
entertainment,0.991,positive
entertainment,0.9861,positive
entertainment,0.9723,positive
entertainment,0.9477,positive
entertainment,0.9982,positive
entertainment,-0.6597,negative
entertainment,0.967,positive
entertainment,-0.7906,negative
entertainment,-0.6315,negative
entertainment,0.9988,positive
entertainment,0.995,positive
entertainment,0.9726,positive
entertainment,0.765,positive
entertainment,0.9818,positive
entertainment,0.9863,positive
business,-0.9414,negative
entertainment,-0.993,negative
entertainment,0.9119,positive
entertainment,-0.4639,negative
entertainment,-0.9878,negative
entertainment,0.9947,positive
entertainment,0.9967,positive
entertainment,0.9958,positive
entertainment,0.9972,positive
entertainment,0.9501,positive
entertainment,0.9803,positive
entertainment,0.9882,positive
entertainment,0.9853,positive
entertainment,0.6402,positive
entertainment,0.9996,positive
entertainment,0.9874,positive
business,0.9612,positive
entertainment,-0.7845,negative
entertainment,0.9451,positive
entertainment,0.9501,positive
entertainment,0.9879,positive
entertainment,0.9756,positive
business,0.9936,positive
entertainment,0.9274,positive
entertainment,0.9906,positive
entertainment,-0.6124,negative
entertainment,0.9547,positive
sport,0.91,positive
entertainment,0.9801,positive
entertainment,0.7845,positive
entertainment,0.9992,positive
entertainment,0.9747,positive
entertainment,0.9802,positive
entertainment,0.9988,positive
entertainment,-0.5574,negative
entertainment,0.8102,positive
entertainment,-0.0253,neutral
entertainment,0.9647,positive
entertainment,0.9948,positive
entertainment,0.9359,positive
entertainment,0.9725,positive
entertainment,-0.6705,negative
entertainment,-0.9843,negative
entertainment,0.1828,positive
entertainment,0.926,positive
entertainment,-0.4215,negative
entertainment,0.9643,positive
entertainment,0.3612,positive
entertainment,0.9134,positive
entertainment,0.9712,positive
entertainment,0.998,positive
entertainment,0.6977,positive
entertainment,0.9913,positive
entertainment,0.9227,positive
entertainment,0.9633,positive
entertainment,0.8934,positive
entertainment,0.9725,positive
entertainment,0.9996,positive
sport,0.9959,positive
entertainment,-0.7906,negative
entertainment,0.9735,positive
entertainment,0.9649,positive
entertainment,0.9769,positive
entertainment,0.9899,positive
sport,0.7024,positive
entertainment,-0.8225,negative
business,0.9674,positive
entertainment,0.9919,positive
entertainment,0.9958,positive
entertainment,0.9965,positive
entertainment,0.9967,positive
business,-0.7679,negative
entertainment,0.8078,positive
entertainment,0.9607,positive
entertainment,0.9468,positive
entertainment,-0.9584,negative
entertainment,0.9796,positive
business,0.9637,positive
entertainment,0.9777,positive
entertainment,-0.9635,negative
entertainment,0.9897,positive
entertainment,0.9761,positive
entertainment,-0.34,negative
entertainment,-0.9964,negative
entertainment,0.9897,positive
entertainment,-0.8319,negative
sport,0.9022,positive
entertainment,0.5859,positive
entertainment,0.9723,positive
entertainment,-0.9857,negative
entertainment,0.8774,positive
entertainment,-0.34,negative
entertainment,0.9986,positive
entertainment,0.994,positive
entertainment,0.9962,positive
entertainment,0.9909,positive
entertainment,0.9962,positive
entertainment,0.9994,positive
entertainment,0.9847,positive
entertainment,0.994,positive
entertainment,-0.9274,negative
entertainment,0.9987,positive
entertainment,0.34,positive
business,0.3917,positive
entertainment,0.9946,positive
entertainment,0.9864,positive
business,0.91,positive
business,0.9637,positive
entertainment,0.9982,positive
sport,0.9983,positive
entertainment,0.9993,positive
entertainment,0.9682,positive
entertainment,-0.7579,negative
entertainment,0.6808,positive
entertainment,0.5047,positive
entertainment,0.9874,positive
entertainment,-0.4939,negative
entertainment,0.9231,positive
entertainment,0.9847,positive
entertainment,-0.3818,negative
entertainment,0.9899,positive
entertainment,0.9964,positive
entertainment,0.9959,positive
entertainment,0.9922,positive
business,0.9657,positive
entertainment,0.9771,positive
entertainment,0.9977,positive
entertainment,0.9924,positive
entertainment,0.9799,positive
entertainment,0.9938,positive
entertainment,-0.9844,negative
entertainment,0.5584,positive
sport,-0.8709,negative
entertainment,-0.4019,negative
entertainment,0.9623,positive
entertainment,0.9842,positive
entertainment,0.9849,positive
entertainment,0.4939,positive
entertainment,0.9468,positive
entertainment,0.7579,positive
entertainment,0.839,positive
entertainment,0.9218,positive
entertainment,0.9992,positive
entertainment,0.9218,positive
entertainment,-0.9823,negative
entertainment,0.6703,positive
entertainment,0.9902,positive
entertainment,0.9682,positive
entertainment,0.9828,positive
entertainment,-0.9349,negative
entertainment,-0.9907,negative
entertainment,0.9801,positive
entertainment,0.9948,positive
entertainment,0.9531,positive
entertainment,-0.6808,negative
entertainment,0.979,positive
entertainment,0.9966,positive
entertainment,-0.9607,negative
entertainment,0.9717,positive
entertainment,0.7845,positive
entertainment,-0.975,negative
entertainment,0.7184,positive
entertainment,-0.5719,negative
entertainment,0.8176,positive
entertainment,0.9861,positive
entertainment,0.9957,positive
entertainment,0.9944,positive
entertainment,0.1298,positive
entertainment,0.9967,positive
entertainment,0.902,positive
entertainment,0.9801,positive
entertainment,-0.9517,negative
entertainment,0.9806,positive
entertainment,0.9781,positive
entertainment,0.9385,positive
entertainment,0.9779,positive
entertainment,0.9744,positive
entertainment,0.9981,positive
entertainment,0.9831,positive
entertainment,0.9901,positive
entertainment,0.7636,positive
entertainment,-0.34,negative
entertainment,0.9914,positive
business,-0.7351,negative
business,0.9719,positive
business,0.926,positive
business,0.796,positive
business,0.9169,positive
politics,0.9595,positive
business,0.9884,positive
sport,0.7096,positive
business,-0.9623,negative
business,0.946,positive
business,0.9602,positive
business,0.8481,positive
business,-0.9349,negative
business,0.9062,positive
business,-0.2484,negative
business,0.9836,positive
business,0.9584,positive
business,-0.9413,negative
business,0.9601,positive
business,0.9534,positive
business,0.9844,positive
business,-0.8074,negative
business,-0.9678,negative
business,-0.9754,negative
sport,0.836,positive
business,-0.9949,negative
business,0.7128,positive
business,0.9808,positive
business,0.9171,positive
business,-0.9468,negative
business,-0.2732,negative
business,0.9938,positive
business,-0.1149,negative
business,-0.9451,negative
business,0.9675,positive
business,-0.9947,negative
business,0.9919,positive
business,0.9818,positive
business,0.8934,positive
business,-0.9525,negative
business,0.9618,positive
business,-0.3182,negative
business,0.8779,positive
business,-0.7184,negative
politics,-0.9313,negative
business,0.9812,positive
business,-0.9313,negative
business,0.296,positive
business,-0.9931,negative
business,-0.8271,negative
business,0.9871,positive
business,-0.8472,negative
business,0.852,positive
sport,0.6116,positive
business,0.9009,positive
business,0.926,positive
business,0.4019,positive
sport,0.9871,positive
business,0.4019,positive
business,0.9623,positive
business,0.9366,positive
business,-0.9612,negative
business,-0.9022,negative
business,-0.886,negative
business,-0.4826,negative
business,0.3961,positive
business,-0.6908,negative
business,-0.8481,negative
business,0.7184,positive
business,-0.9702,negative
business,0.9545,positive
business,-0.9538,negative
business,0.9509,positive
business,0.9432,positive
business,-0.9759,negative
business,0.9545,positive
business,-0.9642,negative
business,0.886,positive
tech,0.8807,positive
business,0.9509,positive
business,0.9903,positive
business,0.2263,positive
business,-0.5845,negative
business,0.9779,positive
business,-0.9887,negative
business,0.2023,positive
business,0.979,positive
politics,0.9698,positive
business,0.9416,positive
business,0.4767,positive
business,0.9246,positive
business,0.886,positive
sport,0.9823,positive
business,0.7722,positive
business,-0.9158,negative
business,-0.128,negative
business,0.6486,positive
business,0.9231,positive
politics,-0.9743,negative
sport,-0.5119,negative
business,-0.6249,negative
business,-0.2732,negative
business,0.9451,positive
business,0.9231,positive
business,0.3612,positive
business,0.8708,positive
business,0.9803,positive
business,0.9571,positive
business,0.5574,positive
business,-0.8794,negative
politics,0.7717,positive
business,0.9652,positive
business,0.8934,positive
business,0.9756,positive
business,-0.8842,negative
business,-0.9867,negative
business,0.9702,positive
business,-0.128,negative
business,0.9833,positive
business,0.872,positive
business,0.296,positive
business,0.9871,positive
business,0.967,positive
business,0.9837,positive
business,0.9879,positive
business,-0.9653,negative
business,-0.4215,negative
sport,0.9899,positive
business,0.9382,positive
business,0.9413,positive
business,0.9932,positive
business,-0.909,negative
sport,0.9918,positive
business,0.9485,positive
business,0.9665,positive
sport,0.9807,positive
politics,0.9744,positive
business,0.836,positive
business,-0.9426,negative
business,-0.9451,negative
politics,-0.4215,negative
business,0.9287,positive
business,0.7264,positive
sport,-0.9313,negative
business,0.0,neutral
tech,0.9957,positive
business,0.9638,positive
politics,-0.3182,negative
business,0.9753,positive
business,-0.8316,negative
business,0.7506,positive
business,-0.8074,negative
business,0.9517,positive
business,0.9171,positive
business,-0.4019,negative
business,0.0258,neutral
politics,-0.2023,negative
politics,0.9732,positive
business,-0.9493,negative
business,-0.9423,negative
business,0.7579,positive
business,-0.0772,negative
business,0.9707,positive
business,-0.9246,negative
business,-0.5209,negative
business,-0.0258,neutral
business,0.1779,positive
business,0.3804,positive
business,-0.9769,negative
business,-0.9869,negative
business,0.9935,positive
business,0.9819,positive
business,0.9287,positive
business,0.9894,positive
business,0.12,positive
business,-0.9001,negative
business,-0.9865,negative
business,0.765,positive
business,0.891,positive
business,0.4019,positive
politics,-0.9808,negative
